Event_id Flavor CC_NC Elst Ant_Res Off_cone Useful_Ch
562 NuE CC 0.1 -30 1.0 4
563 NuMu NC 0.9 -30 1.0 4
564 NuE CC 0.1 -30 1.5 4
565 NuMu NC 0.9 -30 1.5 4
566 NuE CC 0.1 -30 2.0 4
567 NuMu NC 0.9 -30 2.0 4
568 NuE CC 0.1 -30 2.5 4
569 NuMu NC 0.9 -30 2.5 4
570 NuE CC 0.1 -30 3.0 4
571 NuMu NC 0.9 -30 3.0 4
572 NuE CC 0.1 -30 3.5 4
573 NuMu NC 0.9 -30 3.5 4
574 NuE CC 0.1 -30 4.0 4
575 NuMu NC 0.9 -30 4.0 4
576 NuE CC 0.1 -40 0.0 4
577 NuMu NC 0.9 -40 0.0 4
578 NuE CC 0.1 -40 0.5 4
579 NuMu NC 0.9 -40 0.5 4
580 NuE CC 0.1 -40 1.0 4
581 NuMu NC 0.9 -40 1.0 4
582 NuE CC 0.1 -40 1.5 4
583 NuMu NC 0.9 -40 1.5 4
584 NuE CC 0.1 -40 2.0 4
585 NuMu NC 0.9 -40 2.0 4
586 NuE CC 0.1 -40 2.5 4
587 NuMu NC 0.9 -40 2.5 4
588 NuE CC 0.1 -40 3.0 4
589 NuMu NC 0.9 -40 3.0 4
590 NuE CC 0.1 -40 3.5 4
591 NuMu NC 0.9 -40 3.5 4
592 NuE CC 0.1 -40 4.0 4
593 NuMu NC 0.9 -40 4.0 4
594 NuE CC 0.1 -50 0.0 4
595 NuMu NC 0.9 -50 0.0 4
596 NuE CC 0.1 -50 0.5 4
597 NuMu NC 0.9 -50 0.5 4
598 NuE CC 0.1 -50 1.0 4
599 NuMu NC 0.9 -50 1.0 4
600 NuE CC 0.1 -50 1.5 4
601 NuMu NC 0.9 -50 1.5 4
602 NuE CC 0.1 -50 2.0 4
603 NuMu NC 0.9 -50 2.0 4
604 NuE CC 0.1 -50 2.5 4
605 NuMu NC 0.9 -50 2.5 4
606 NuE CC 0.1 -50 3.0 4
607 NuMu NC 0.9 -50 3.0 4
608 NuE CC 0.1 -50 3.5 4
609 NuMu NC 0.9 -50 3.5 4
610 NuE CC 0.1 -50 4.0 4
611 NuMu NC 0.9 -50 4.0 4
612 NuE CC 0.1 -60 0.0 4
613 NuMu NC 0.9 -60 0.0 4
614 NuE CC 0.1 -60 0.5 4
615 NuMu NC 0.9 -60 0.5 4
616 NuE CC 0.1 -60 1.0 4
617 NuMu NC 0.9 -60 1.0 4
618 NuE CC 0.1 -60 1.5 4
619 NuMu NC 0.9 -60 1.5 4
620 NuE CC 0.1 -60 2.0 4
621 NuMu NC 0.9 -60 2.0 4
622 NuE CC 0.1 -60 2.5 4
623 NuMu NC 0.9 -60 2.5 4
624 NuE CC 0.1 -60 3.0 4
625 NuMu NC 0.9 -60 3.0 4
626 NuE CC 0.1 -60 3.5 4
627 NuMu NC 0.9 -60 3.5 4
628 NuE CC 0.1 -60 4.0 4
629 NuMu NC 0.9 -60 4.0 4
630 NuE CC 0.1 0 0.0 5
631 NuMu NC 0.9 0 0.0 5
632 NuE CC 0.1 0 0.5 5
633 NuMu NC 0.9 0 0.5 5
634 NuE CC 0.1 0 1.0 5
635 NuMu NC 0.9 0 1.0 5
636 NuE CC 0.1 0 1.5 5
637 NuMu NC 0.9 0 1.5 5
638 NuE CC 0.1 0 2.0 5
639 NuMu NC 0.9 0 2.0 5
640 NuE CC 0.1 0 2.5 5
641 NuMu NC 0.9 0 2.5 5
642 NuE CC 0.1 0 3.0 5
643 NuMu NC 0.9 0 3.0 5
644 NuE CC 0.1 0 3.5 5
645 NuMu NC 0.9 0 3.5 5
