freqs[MHz],channel,p1[V/(sqrt(Hz))],chi2[TBA]
0.0,0,8.03420185220705e-08,0
0.0,1,8.360581738315706e-09,0
0.0,2,3.146464453474936e-08,0
0.0,3,5.415139865923213e-09,0
0.0,4,5.191479263760545e-08,0
0.0,5,2.6009259573115063e-08,0
0.0,6,6.721147200437536e-09,0
0.0,7,2.6851151084886424e-08,0
0.0,8,3.22376817621108e-08,0
0.0,9,1.835621591098384e-08,0
0.0,10,2.3918050418480385e-08,0
0.0,11,1.5374172287731644e-08,0
0.0,12,3.19310440035043e-08,0
0.0,13,2.3247808836986292e-08,0
0.0,14,2.2731745392942227e-08,0
0.0,15,2.0690841967004145e-08,0
0.8771929824561404,0,7.992003091107612e-08,0
0.8771929824561404,1,8.386835551604261e-09,0
0.8771929824561404,2,3.1408477733816084e-08,0
0.8771929824561404,3,6.554257104021403e-09,0
0.8771929824561404,4,5.2527256439292065e-08,0
0.8771929824561404,5,2.6057236457572345e-08,0
0.8771929824561404,6,6.767324006596384e-09,0
0.8771929824561404,7,2.7579397034575513e-08,0
0.8771929824561404,8,3.2545542161338454e-08,0
0.8771929824561404,9,1.8007151056537976e-08,0
0.8771929824561404,10,2.367240091887441e-08,0
0.8771929824561404,11,1.561232523698237e-08,0
0.8771929824561404,12,3.1859862751231236e-08,0
0.8771929824561404,13,2.3202901345973917e-08,0
0.8771929824561404,14,2.2669923423113262e-08,0
0.8771929824561404,15,2.0860987246638756e-08,0
1.7543859649122808,0,7.840506662918922e-08,0
1.7543859649122808,1,8.330351329174225e-09,0
1.7543859649122808,2,3.0957618324940006e-08,0
1.7543859649122808,3,8.117033935172917e-09,0
1.7543859649122808,4,5.3076164696551434e-08,0
1.7543859649122808,5,2.586223298851661e-08,0
1.7543859649122808,6,6.76921887246942e-09,0
1.7543859649122808,7,2.8510338355906867e-08,0
1.7543859649122808,8,3.278333477723927e-08,0
1.7543859649122808,9,1.718035482346909e-08,0
1.7543859649122808,10,2.2969491862957934e-08,0
1.7543859649122808,11,1.583489067357032e-08,0
1.7543859649122808,12,3.139618322869805e-08,0
1.7543859649122808,13,2.2903046631970294e-08,0
1.7543859649122808,14,2.2307410691443117e-08,0
1.7543859649122808,15,2.090521437989208e-08,0
2.631578947368421,0,7.818597730343541e-08,0
2.631578947368421,1,8.318004080968636e-09,0
2.631578947368421,2,3.087740759663381e-08,0
2.631578947368421,3,8.37160368957271e-09,0
2.631578947368421,4,5.311926508793564e-08,0
2.631578947368421,5,2.5824653931561204e-08,0
2.631578947368421,6,6.7670102473378055e-09,0
2.631578947368421,7,2.8646287366592018e-08,0
2.631578947368421,8,3.28002137094728e-08,0
2.631578947368421,9,1.7064207191998615e-08,0
2.631578947368421,10,2.2861303742567285e-08,0
2.631578947368421,11,1.5857401655926005e-08,0
2.631578947368421,12,3.129611386542414e-08,0
2.631578947368421,13,2.285778831723671e-08,0
2.631578947368421,14,2.2251476341107395e-08,0
2.631578947368421,15,2.088805346677231e-08,0
3.5087719298245617,0,7.965645726412662e-08,0
3.5087719298245617,1,8.38232480596389e-09,0
3.5087719298245617,2,3.133548635145268e-08,0
3.5087719298245617,3,7.118946267344447e-09,0
3.5087719298245617,4,5.267964426321861e-08,0
3.5087719298245617,5,2.6031271965246606e-08,0
3.5087719298245617,6,6.772650034302568e-09,0
3.5087719298245617,7,2.791185338723532e-08,0
3.5087719298245617,8,3.262074683875075e-08,0
3.5087719298245617,9,1.783134521679581e-08,0
3.5087719298245617,10,2.3536564766092075e-08,0
3.5087719298245617,11,1.5700069561941517e-08,0
3.5087719298245617,12,3.176964068434043e-08,0
3.5087719298245617,13,2.315717396068324e-08,0
3.5087719298245617,14,2.2605902212475345e-08,0
3.5087719298245617,15,2.0896594578499473e-08,0
4.385964912280701,0,8.056654741791722e-08,0
4.385964912280701,1,8.39109749249137e-09,0
4.385964912280701,2,3.1565874535915025e-08,0
4.385964912280701,3,5.580741988420592e-09,0
4.385964912280701,4,5.2095157938952815e-08,0
4.385964912280701,5,2.6095295375974676e-08,0
4.385964912280701,6,6.747037667992284e-09,0
4.385964912280701,7,2.704021393626279e-08,0
4.385964912280701,8,3.235286989867812e-08,0
4.385964912280701,9,1.8393240593037563e-08,0
4.385964912280701,10,2.3987920449971235e-08,0
4.385964912280701,11,1.546337996700331e-08,0
4.385964912280701,12,3.204181473015937e-08,0
4.385964912280701,13,2.3313965665899082e-08,0
4.385964912280701,14,2.280199008220595e-08,0
4.385964912280701,15,2.0797247806051568e-08,0
5.263157894736842,0,8.025240538699103e-08,0
5.263157894736842,1,8.39609307534165e-09,0
5.263157894736842,2,3.151785327463871e-08,0
5.263157894736842,3,6.033389957887779e-09,0
5.263157894736842,4,5.244234180490012e-08,0
5.263157894736842,5,2.6101225295800567e-08,0
5.263157894736842,6,6.770129811474093e-09,0
5.263157894736842,7,2.7304679500116957e-08,0
5.263157894736842,8,3.2508469628446437e-08,0
5.263157894736842,9,1.8176096533255598e-08,0
5.263157894736842,10,2.3811708364500407e-08,0
5.263157894736842,11,1.5543829068567345e-08,0
5.263157894736842,12,3.1956646186447475e-08,0
5.263157894736842,13,2.326911148038382e-08,0
5.263157894736842,14,2.27398102344001e-08,0
5.263157894736842,15,2.0841545081517676e-08,0
6.140350877192983,0,7.876402825788633e-08,0
6.140350877192983,1,8.351538096539228e-09,0
6.140350877192983,2,3.108577383239036e-08,0
6.140350877192983,3,7.726223104254326e-09,0
6.140350877192983,4,5.305677476878178e-08,0
6.140350877192983,5,2.593371021937163e-08,0
6.140350877192983,6,6.7806175816679176e-09,0
6.140350877192983,7,2.829012533532576e-08,0
6.140350877192983,8,3.279885865635029e-08,0
6.140350877192983,9,1.73508030262715e-08,0
6.140350877192983,10,2.3120875467759584e-08,0
6.140350877192983,11,1.580346975214292e-08,0
6.140350877192983,12,3.1504970601645504e-08,0
6.140350877192983,13,2.2978045854556076e-08,0
6.140350877192983,14,2.239272883157282e-08,0
6.140350877192983,15,2.0932933341724363e-08,0
7.017543859649123,0,7.803677284582328e-08,0
7.017543859649123,1,8.314374981983983e-09,0
7.017543859649123,2,3.084086435382816e-08,0
7.017543859649123,3,8.46179713584332e-09,0
7.017543859649123,4,5.3172110933900064e-08,0
7.017543859649123,5,2.58122018871113e-08,0
7.017543859649123,6,6.76832597711438e-09,0
7.017543859649123,7,2.8682143451944608e-08,0
7.017543859649123,8,3.283224271032291e-08,0
7.017543859649123,9,1.6999811267979214e-08,0
7.017543859649123,10,2.2808164526176206e-08,0
7.017543859649123,11,1.585044488177404e-08,0
7.017543859649123,12,3.122971696363059e-08,0
7.017543859649123,13,2.2833460630856717e-08,0
7.017543859649123,14,2.2220598642041113e-08,0
7.017543859649123,15,2.085041626930624e-08,0
7.894736842105264,0,7.946573512639886e-08,0
7.894736842105264,1,8.383920592969584e-09,0
7.894736842105264,2,3.1290982313568903e-08,0
7.894736842105264,3,7.650283181356922e-09,0
7.894736842105264,4,5.286000430349067e-08,0
7.894736842105264,5,2.6044309834727644e-08,0
7.894736842105264,6,6.782727200171234e-09,0
7.894736842105264,7,2.8269908183589403e-08,0
7.894736842105264,8,3.273055583143743e-08,0
7.894736842105264,9,1.7677405683495578e-08,0
7.894736842105264,10,2.341818859261716e-08,0
7.894736842105264,11,1.5803480172957888e-08,0
7.894736842105264,12,3.1727854555406926e-08,0
7.894736842105264,13,2.3132310760313666e-08,0
7.894736842105264,14,2.2567668519084594e-08,0
7.894736842105264,15,2.0953454979711108e-08,0
8.771929824561402,0,8.066482654418005e-08,0
8.771929824561402,1,8.410238783006966e-09,0
8.771929824561402,2,3.162477064838203e-08,0
8.771929824561402,3,5.9592273207979e-09,0
8.771929824561402,4,5.2296195495801696e-08,0
8.771929824561402,5,2.616821002099461e-08,0
8.771929824561402,6,6.764833428098497e-09,0
8.771929824561402,7,2.729705507145001e-08,0
8.771929824561402,8,3.246309996658035e-08,0
8.771929824561402,9,1.8385672594155246e-08,0
8.771929824561402,10,2.4004068649617406e-08,0
8.771929824561402,11,1.5558810976413712e-08,0
8.771929824561402,12,3.20952316931305e-08,0
8.771929824561402,13,2.3354807300291187e-08,0
8.771929824561402,14,2.283996011126367e-08,0
8.771929824561402,15,2.086730640115366e-08,0
9.649122807017545,0,8.060557092770348e-08,0
9.649122807017545,1,8.41272218784968e-09,0
9.649122807017545,2,3.1623980325550356e-08,0
9.649122807017545,3,5.647017695578505e-09,0
9.649122807017545,4,5.241902945594782e-08,0
9.649122807017545,5,2.6161312020265004e-08,0
9.649122807017545,6,6.777304736335713e-09,0
9.649122807017545,7,2.7135315870230995e-08,0
9.649122807017545,8,3.2530955396768686e-08,0
9.649122807017545,9,1.8326708952381795e-08,0
9.649122807017545,10,2.3956186881793806e-08,0
9.649122807017545,11,1.5515414200731777e-08,0
9.649122807017545,12,3.210074419268987e-08,0
9.649122807017545,13,2.335752589428472e-08,0
9.649122807017545,14,2.283102839405839e-08,0
9.649122807017545,15,2.0849986019145996e-08,0
10.526315789473683,0,7.920805183868728e-08,0
10.526315789473683,1,8.38237305317692e-09,0
10.526315789473683,2,3.124220486923536e-08,0
10.526315789473683,3,7.237691261425652e-09,0
10.526315789473683,4,5.305916511680054e-08,0
10.526315789473683,5,2.6029748628793014e-08,0
10.526315789473683,6,6.795308944537189e-09,0
10.526315789473683,7,2.8055862877592975e-08,0
10.526315789473683,8,3.284551489000283e-08,0
10.526315789473683,9,1.7560568027176277e-08,0
