freqs[MHz],channel,p1[V/(sqrt(Hz))],chi2[TBA]
0.0,0,6.208161449092244e-08,0
0.0,1,5.9601212327168514e-08,0
0.0,2,4.007709796398923e-08,0
0.0,3,3.706715389957776e-08,0
0.0,4,4.3001475002023553e-08,0
0.0,5,3.210922092655121e-08,0
0.0,6,1.801288197000483e-08,0
0.0,7,3.8303649337805786e-08,0
0.0,8,3.316319866648688e-08,0
0.0,9,2.6733848011777418e-08,0
0.0,10,3.393891951085766e-08,0
0.0,11,1.2445923737275157e-08,0
0.0,12,2.740759922075961e-08,0
0.0,13,3.091988896744426e-08,0
0.0,14,2.5835222543500134e-08,0
0.0,15,2.571329762757553e-08,0
0.8771929824561404,0,6.225426064534098e-08,0
0.8771929824561404,1,5.974504149360256e-08,0
0.8771929824561404,2,4.0172448259926944e-08,0
0.8771929824561404,3,3.716555776407597e-08,0
0.8771929824561404,4,4.314840645476366e-08,0
0.8771929824561404,5,3.221505725513122e-08,0
0.8771929824561404,6,1.8051245824454092e-08,0
0.8771929824561404,7,3.8528398757129605e-08,0
0.8771929824561404,8,3.323298642574797e-08,0
0.8771929824561404,9,2.6789516933954117e-08,0
0.8771929824561404,10,3.404510366510123e-08,0
0.8771929824561404,11,1.259789789006896e-08,0
0.8771929824561404,12,2.7462975439127173e-08,0
0.8771929824561404,13,3.102249481457157e-08,0
0.8771929824561404,14,2.5928233262499005e-08,0
0.8771929824561404,15,2.5749638118770493e-08,0
1.7543859649122808,0,6.219386951243141e-08,0
1.7543859649122808,1,5.969803413672006e-08,0
1.7543859649122808,2,4.0126245608165084e-08,0
1.7543859649122808,3,3.7179615478029965e-08,0
1.7543859649122808,4,4.3151225760429244e-08,0
1.7543859649122808,5,3.224592464972406e-08,0
1.7543859649122808,6,1.8062740243120708e-08,0
1.7543859649122808,7,3.8670890282486574e-08,0
1.7543859649122808,8,3.3271457038720103e-08,0
1.7543859649122808,9,2.6728713515906032e-08,0
1.7543859649122808,10,3.4088412106453386e-08,0
1.7543859649122808,11,1.2882512036327883e-08,0
1.7543859649122808,12,2.7374526288970243e-08,0
1.7543859649122808,13,3.1028008902455723e-08,0
1.7543859649122808,14,2.596869045369058e-08,0
1.7543859649122808,15,2.566871123203452e-08,0
2.631578947368421,0,6.215109900606938e-08,0
2.631578947368421,1,5.96124551247569e-08,0
2.631578947368421,2,4.0030892242625787e-08,0
2.631578947368421,3,3.7149698359887995e-08,0
2.631578947368421,4,4.3105693525298236e-08,0
2.631578947368421,5,3.225740277985753e-08,0
2.631578947368421,6,1.8051336861383864e-08,0
2.631578947368421,7,3.878362540821816e-08,0
2.631578947368421,8,3.323363663461215e-08,0
2.631578947368421,9,2.664247281788901e-08,0
2.631578947368421,10,3.402847247302452e-08,0
2.631578947368421,11,1.3147454899187963e-08,0
2.631578947368421,12,2.7296343978982448e-08,0
2.631578947368421,13,3.102573155864394e-08,0
2.631578947368421,14,2.5985272278211116e-08,0
2.631578947368421,15,2.5557018693531943e-08,0
3.5087719298245617,0,6.202315787927245e-08,0
