Event_id Flavor CC_NC Elst Ant_Res Off_cone Useful_Ch
0 NuE CC 0.1 0 0.0 0
1 NuMu NC 0.9 0 0.0 0
2 NuE CC 0.1 0 2.0 0
3 NuMu NC 0.9 0 2.0 0
4 NuE CC 0.1 0 4.0 0
5 NuMu NC 0.9 0 4.0 0
6 NuE CC 0.1 -10 0.0 0
7 NuMu NC 0.9 -10 0.0 0
8 NuE CC 0.1 -10 2.0 0
9 NuMu NC 0.9 -10 2.0 0
10 NuE CC 0.1 -10 4.0 0
11 NuMu NC 0.9 -10 4.0 0
12 NuE CC 0.1 -20 0.0 0
13 NuMu NC 0.9 -20 0.0 0
14 NuE CC 0.1 -20 2.0 0
15 NuMu NC 0.9 -20 2.0 0
16 NuE CC 0.1 -20 4.0 0
17 NuMu NC 0.9 -20 4.0 0
18 NuE CC 0.1 -40 0.0 0
19 NuMu NC 0.9 -40 0.0 0
20 NuE CC 0.1 -40 2.0 0
21 NuMu NC 0.9 -40 2.0 0
22 NuE CC 0.1 -40 4.0 0
23 NuMu NC 0.9 -40 4.0 0
24 NuE CC 0.1 -60 0.0 0
25 NuMu NC 0.9 -60 0.0 0
26 NuE CC 0.1 -60 2.0 0
27 NuMu NC 0.9 -60 2.0 0
28 NuE CC 0.1 -60 4.0 0
29 NuMu NC 0.9 -60 4.0 0
30 NuE CC 0.1 0 0.0 1
31 NuMu NC 0.9 0 0.0 1
32 NuE CC 0.1 0 2.0 1
33 NuMu NC 0.9 0 2.0 1
34 NuE CC 0.1 0 4.0 1
35 NuMu NC 0.9 0 4.0 1
36 NuE CC 0.1 -10 0.0 1
37 NuMu NC 0.9 -10 0.0 1
38 NuE CC 0.1 -10 2.0 1
39 NuMu NC 0.9 -10 2.0 1
40 NuE CC 0.1 -10 4.0 1
41 NuMu NC 0.9 -10 4.0 1
42 NuE CC 0.1 -20 0.0 1
43 NuMu NC 0.9 -20 0.0 1
44 NuE CC 0.1 -20 2.0 1
45 NuMu NC 0.9 -20 2.0 1
46 NuE CC 0.1 -20 4.0 1
47 NuMu NC 0.9 -20 4.0 1
48 NuE CC 0.1 -40 0.0 1
49 NuMu NC 0.9 -40 0.0 1
50 NuE CC 0.1 -40 2.0 1
51 NuMu NC 0.9 -40 2.0 1
52 NuE CC 0.1 -40 4.0 1
53 NuMu NC 0.9 -40 4.0 1
54 NuE CC 0.1 -60 0.0 1
55 NuMu NC 0.9 -60 0.0 1
56 NuE CC 0.1 -60 2.0 1
57 NuMu NC 0.9 -60 2.0 1
58 NuE CC 0.1 -60 4.0 1
59 NuMu NC 0.9 -60 4.0 1
60 NuE CC 0.1 0 0.0 2
61 NuMu NC 0.9 0 0.0 2
62 NuE CC 0.1 0 2.0 2
63 NuMu NC 0.9 0 2.0 2
64 NuE CC 0.1 0 4.0 2
65 NuMu NC 0.9 0 4.0 2
66 NuE CC 0.1 -10 0.0 2
67 NuMu NC 0.9 -10 0.0 2
68 NuE CC 0.1 -10 2.0 2
69 NuMu NC 0.9 -10 2.0 2
70 NuE CC 0.1 -10 4.0 2
71 NuMu NC 0.9 -10 4.0 2
72 NuE CC 0.1 -20 0.0 2
73 NuMu NC 0.9 -20 0.0 2
74 NuE CC 0.1 -20 2.0 2
75 NuMu NC 0.9 -20 2.0 2
76 NuE CC 0.1 -20 4.0 2
77 NuMu NC 0.9 -20 4.0 2
78 NuE CC 0.1 -40 0.0 2
79 NuMu NC 0.9 -40 0.0 2
80 NuE CC 0.1 -40 2.0 2
81 NuMu NC 0.9 -40 2.0 2
82 NuE CC 0.1 -40 4.0 2
83 NuMu NC 0.9 -40 4.0 2
84 NuE CC 0.1 -60 0.0 2
85 NuMu NC 0.9 -60 0.0 2
86 NuE CC 0.1 -60 2.0 2
87 NuMu NC 0.9 -60 2.0 2
88 NuE CC 0.1 -60 4.0 2
89 NuMu NC 0.9 -60 4.0 2
90 NuE CC 0.1 0 0.0 3
91 NuMu NC 0.9 0 0.0 3
92 NuE CC 0.1 0 2.0 3
93 NuMu NC 0.9 0 2.0 3
94 NuE CC 0.1 0 4.0 3
95 NuMu NC 0.9 0 4.0 3
96 NuE CC 0.1 -10 0.0 3
97 NuMu NC 0.9 -10 0.0 3
98 NuE CC 0.1 -10 2.0 3
