freqs[MHz],channel,p1[V/(sqrt(Hz))],chi2[TBA]
0.0,0,5.730803814507932e-08,0
0.0,1,5.501632487088935e-08,0
0.0,2,3.6840675450751506e-08,0
0.0,3,3.3818372167524216e-08,0
0.0,4,3.9578209979702205e-08,0
0.0,5,2.9093317249081913e-08,0
0.0,6,1.6151479463391824e-08,0
0.0,7,3.5065341136877225e-08,0
0.0,8,3.06449001201572e-08,0
0.0,9,2.4339994918951328e-08,0
0.0,10,3.1457855663182904e-08,0
0.0,11,1.1013503386556795e-08,0
0.0,12,2.4767504219556093e-08,0
0.0,13,2.7643260329604566e-08,0
0.0,14,2.348329539342049e-08,0
0.0,15,2.284704182471168e-08,0
0.8591065292096219,0,5.7485694527012866e-08,0
0.8591065292096219,1,5.511833221310743e-08,0
0.8591065292096219,2,3.694209319138173e-08,0
0.8591065292096219,3,3.390561342893272e-08,0
0.8591065292096219,4,3.969743730656766e-08,0
0.8591065292096219,5,2.9218749098918123e-08,0
0.8591065292096219,6,1.6219597269476408e-08,0
0.8591065292096219,7,3.520109982679975e-08,0
0.8591065292096219,8,3.071664896235322e-08,0
0.8591065292096219,9,2.434624780311365e-08,0
0.8591065292096219,10,3.143767163488119e-08,0
0.8591065292096219,11,1.1144113864131738e-08,0
0.8591065292096219,12,2.4875427143085186e-08,0
0.8591065292096219,13,2.778474209773136e-08,0
0.8591065292096219,14,2.3542246726645186e-08,0
0.8591065292096219,15,2.2918835009764085e-08,0
1.7182130584192439,0,5.743853522864859e-08,0
1.7182130584192439,1,5.508413128654953e-08,0
1.7182130584192439,2,3.688220138953187e-08,0
1.7182130584192439,3,3.387358290260693e-08,0
1.7182130584192439,4,3.968166677264189e-08,0
1.7182130584192439,5,2.93154793438371e-08,0
1.7182130584192439,6,1.6217246863940973e-08,0
1.7182130584192439,7,3.525340054651832e-08,0
1.7182130584192439,8,3.064535908348022e-08,0
1.7182130584192439,9,2.4218826647845746e-08,0
1.7182130584192439,10,3.134081802171075e-08,0
1.7182130584192439,11,1.1359921473696357e-08,0
1.7182130584192439,12,2.494614514138944e-08,0
1.7182130584192439,13,2.7924011809320346e-08,0
1.7182130584192439,14,2.3582860182999508e-08,0
1.7182130584192439,15,2.2931018491542968e-08,0
2.577319587628866,0,5.7400314720099705e-08,0
2.577319587628866,1,5.49632553079688e-08,0
2.577319587628866,2,3.6810786363646043e-08,0
2.577319587628866,3,3.382989853402341e-08,0
2.577319587628866,4,3.961732004628485e-08,0
2.577319587628866,5,2.9374558451809688e-08,0
2.577319587628866,6,1.6197195398228e-08,0
2.577319587628866,7,3.523537448297922e-08,0
2.577319587628866,8,3.05759209107666e-08,0
2.577319587628866,9,2.4114119425461713e-08,0
2.577319587628866,10,3.1191970590713706e-08,0
2.577319587628866,11,1.153679956933801e-08,0
2.577319587628866,12,2.4987142708254797e-08,0
2.577319587628866,13,2.8054027129993187e-08,0
2.577319587628866,14,2.3591074193336087e-08,0
2.577319587628866,15,2.291584257736439e-08,0
3.4364261168384878,0,5.736600268339231e-08,0
3.4364261168384878,1,5.491045366895655e-08,0
3.4364261168384878,2,3.678011824887656e-08,0
3.4364261168384878,3,3.380635444772273e-08,0
3.4364261168384878,4,3.958372024438301e-08,0
3.4364261168384878,5,2.9363045519383988e-08,0
3.4364261168384878,6,1.618836876284198e-08,0
3.4364261168384878,7,3.524366990280019e-08,0
3.4364261168384878,8,3.056718697443331e-08,0
3.4364261168384878,9,2.4087933507391693e-08,0
3.4364261168384878,10,3.11729216517048e-08,0
3.4364261168384878,11,1.1557899991128512e-08,0
3.4364261168384878,12,2.4985729946813385e-08,0
3.4364261168384878,13,2.8057483105901316e-08,0
3.4364261168384878,14,2.3594892630139023e-08,0
3.4364261168384878,15,2.2899079490972835e-08,0
4.295532646048111,0,5.7491839166034486e-08,0
4.295532646048111,1,5.506852751014754e-08,0
4.295532646048111,2,3.688621780568279e-08,0
4.295532646048111,3,3.387694569910153e-08,0
4.295532646048111,4,3.967047562961827e-08,0
4.295532646048111,5,2.936494115525036e-08,0
4.295532646048111,6,1.6212035729712833e-08,0
4.295532646048111,7,3.527950702037693e-08,0
4.295532646048111,8,3.0624954088276745e-08,0
4.295532646048111,9,2.4204998775431217e-08,0
4.295532646048111,10,3.1326666033645286e-08,0
4.295532646048111,11,1.1440456836111094e-08,0
4.295532646048111,12,2.498139460937503e-08,0
4.295532646048111,13,2.799747041842836e-08,0
4.295532646048111,14,2.3598013428210778e-08,0
4.295532646048111,15,2.2935095148105005e-08,0
5.154639175257732,0,5.755585551634855e-08,0
5.154639175257732,1,5.515783062445787e-08,0
5.154639175257732,2,3.695167187313981e-08,0
5.154639175257732,3,3.3921014288702936e-08,0
5.154639175257732,4,3.972003814279599e-08,0
5.154639175257732,5,2.926545463696793e-08,0
5.154639175257732,6,1.6226977226353848e-08,0
5.154639175257732,7,3.524098646774942e-08,0
5.154639175257732,8,3.070111278182477e-08,0
5.154639175257732,9,2.4324907494223745e-08,0
5.154639175257732,10,3.139119085147841e-08,0
5.154639175257732,11,1.1220919371982484e-08,0
5.154639175257732,12,2.49177970783031e-08,0
5.154639175257732,13,2.785967508474991e-08,0
5.154639175257732,14,2.3577119926754118e-08,0
5.154639175257732,15,2.2936189063126184e-08,0
6.013745704467353,0,5.745585340775034e-08,0
6.013745704467353,1,5.515358927312967e-08,0
6.013745704467353,2,3.694381456509768e-08,0
6.013745704467353,3,3.391468943797818e-08,0
