freqs[MHz],channel,p1[V/(sqrt(Hz))],chi2[TBA]
0.0,0,2.832932110564086e-08,0
0.0,1,2.6737510629295548e-08,0
0.0,2,5.6884883849020075e-08,0
0.0,3,3.73845261293284e-08,0
0.0,4,5.4938410382465436e-08,0
0.0,5,2.7689416237959084e-08,0
0.0,6,5.549878595692761e-08,0
0.0,7,4.3470335936632644e-08,0
0.0,8,5.3525623565086716e-08,0
0.0,9,2.6908070659754867e-08,0
0.0,10,3.3757823537638755e-08,0
0.0,11,3.888282340275478e-08,0
0.0,12,3.795604472305609e-08,0
0.0,13,2.962401608429654e-08,0
0.0,14,3.5937289574045824e-08,0
0.0,15,3.8842477687817846e-08,0
0.8591065292096219,0,2.8407629397357356e-08,0
0.8591065292096219,1,2.6808714884939376e-08,0
0.8591065292096219,2,5.712163352209537e-08,0
0.8591065292096219,3,3.7561067530646103e-08,0
0.8591065292096219,4,5.5256912049662456e-08,0
0.8591065292096219,5,2.780215244899702e-08,0
0.8591065292096219,6,5.583137103412686e-08,0
0.8591065292096219,7,4.368102392141741e-08,0
0.8591065292096219,8,5.3802024534206165e-08,0
0.8591065292096219,9,2.7024280722293156e-08,0
0.8591065292096219,10,3.384977016270009e-08,0
0.8591065292096219,11,3.896106747964026e-08,0
0.8591065292096219,12,3.8099006323549736e-08,0
0.8591065292096219,13,2.9816150298371725e-08,0
0.8591065292096219,14,3.606555887298715e-08,0
0.8591065292096219,15,3.915864542973309e-08,0
1.7182130584192439,0,2.8409807441413392e-08,0
1.7182130584192439,1,2.6876827653780462e-08,0
1.7182130584192439,2,5.73761178587488e-08,0
1.7182130584192439,3,3.775089960063513e-08,0
1.7182130584192439,4,5.568361074585658e-08,0
1.7182130584192439,5,2.784842160601278e-08,0
1.7182130584192439,6,5.6091157450978734e-08,0
1.7182130584192439,7,4.383971180402748e-08,0
1.7182130584192439,8,5.40989200457927e-08,0
1.7182130584192439,9,2.709618864622157e-08,0
1.7182130584192439,10,3.3865798547067156e-08,0
1.7182130584192439,11,3.883284771999947e-08,0
1.7182130584192439,12,3.8153640146028755e-08,0
1.7182130584192439,13,3.0122658637561555e-08,0
1.7182130584192439,14,3.61165917047379e-08,0
1.7182130584192439,15,3.981942355104529e-08,0
2.577319587628866,0,2.8382553815076704e-08,0
2.577319587628866,1,2.6978380363135353e-08,0
2.577319587628866,2,5.758732887215158e-08,0
2.577319587628866,3,3.786898835288198e-08,0
2.577319587628866,4,5.5943716642704424e-08,0
2.577319587628866,5,2.7902783137974794e-08,0
2.577319587628866,6,5.62792723746692e-08,0
2.577319587628866,7,4.3929123097646374e-08,0
2.577319587628866,8,5.4288933057048204e-08,0
2.577319587628866,9,2.7128596007180495e-08,0
2.577319587628866,10,3.385647965912989e-08,0
2.577319587628866,11,3.8745275093407067e-08,0
2.577319587628866,12,3.819349430642497e-08,0
2.577319587628866,13,3.031473815440563e-08,0
2.577319587628866,14,3.615497078413785e-08,0
2.577319587628866,15,4.021524532886259e-08,0
3.4364261168384878,0,2.8357107928021048e-08,0
3.4364261168384878,1,2.6980621034234362e-08,0
3.4364261168384878,2,5.760629066701278e-08,0
3.4364261168384878,3,3.7891883753050346e-08,0
3.4364261168384878,4,5.598704875173823e-08,0
3.4364261168384878,5,2.790868132009507e-08,0
3.4364261168384878,6,5.629031660163785e-08,0
3.4364261168384878,7,4.3946001374921954e-08,0
3.4364261168384878,8,5.429064432252529e-08,0
3.4364261168384878,9,2.7138999580177294e-08,0
3.4364261168384878,10,3.382357253296163e-08,0
3.4364261168384878,11,3.87032231628662e-08,0
3.4364261168384878,12,3.816950592819923e-08,0
3.4364261168384878,13,3.034722223880706e-08,0
3.4364261168384878,14,3.614707726384215e-08,0
3.4364261168384878,15,4.022730937997275e-08,0
4.295532646048111,0,2.8423780958487084e-08,0
4.295532646048111,1,2.69616951361037e-08,0
4.295532646048111,2,5.748220563180583e-08,0
4.295532646048111,3,3.782353376036735e-08,0
4.295532646048111,4,5.581622707710371e-08,0
4.295532646048111,5,2.788286720715521e-08,0
4.295532646048111,6,5.621507038414065e-08,0
4.295532646048111,7,4.389872374788839e-08,0
4.295532646048111,8,5.4249806728316506e-08,0
4.295532646048111,9,2.714519882265136e-08,0
4.295532646048111,10,3.389162813003803e-08,0
4.295532646048111,11,3.884624335788432e-08,0
4.295532646048111,12,3.8194511435452616e-08,0
4.295532646048111,13,3.024598083745028e-08,0
4.295532646048111,14,3.6164286932504134e-08,0
4.295532646048111,15,4.0057443155540936e-08,0
5.154639175257732,0,2.8444097271535245e-08,0
5.154639175257732,1,2.68554963237549e-08,0
5.154639175257732,2,5.722388167362017e-08,0
5.154639175257732,3,3.7648474559949016e-08,0
5.154639175257732,4,5.541726595786794e-08,0
5.154639175257732,5,2.7844275101692813e-08,0
5.154639175257732,6,5.5948935218254545e-08,0
5.154639175257732,7,4.375770511582374e-08,0
5.154639175257732,8,5.396287571204812e-08,0
5.154639175257732,9,2.7066127197848318e-08,0
5.154639175257732,10,3.388212611124774e-08,0
5.154639175257732,11,3.8950871750173e-08,0
5.154639175257732,12,3.815136451238774e-08,0
5.154639175257732,13,2.992721814772269e-08,0
5.154639175257732,14,3.6108844568603324e-08,0
5.154639175257732,15,3.942270197076002e-08,0
6.013745704467353,0,2.840000443721173e-08,0
6.013745704467353,1,2.682547664313266e-08,0
6.013745704467353,2,5.7034857542530444e-08,0
6.013745704467353,3,3.749468646424601e-08,0
6.013745704467353,4,5.519094127936271e-08,0
6.013745704467353,5,2.7779251604111942e-08,0
6.013745704467353,6,5.5739055959076515e-08,0
6.013745704467353,7,4.361380837733986e-08,0
6.013745704467353,8,5.3706100355491486e-08,0
6.013745704467353,9,2.701342900508079e-08,0
6.013745704467353,10,3.385232480674443e-08,0
6.013745704467353,11,3.898294740807851e-08,0
6.013745704467353,12,3.807302865532733e-08,0
6.013745704467353,13,2.9712179710317792e-08,0
6.013745704467353,14,3.604393794283962e-08,0
6.013745704467353,15,3.901576356560893e-08,0
6.8728522336769755,0,2.843621934296693e-08,0
6.8728522336769755,1,2.684104898666717e-08,0
6.8728522336769755,2,5.714088933310791e-08,0
6.8728522336769755,3,3.758335848976595e-08,0
6.8728522336769755,4,5.5221832731493996e-08,0
6.8728522336769755,5,2.782896761172856e-08,0
6.8728522336769755,6,5.583369874970529e-08,0
6.8728522336769755,7,4.366550137443504e-08,0
6.8728522336769755,8,5.37937735716071e-08,0
6.8728522336769755,9,2.7042579109346915e-08,0
6.8728522336769755,10,3.388894421454283e-08,0
6.8728522336769755,11,3.900936460387999e-08,0
6.8728522336769755,12,3.8114480840439776e-08,0
6.8728522336769755,13,2.9785409588322986e-08,0
6.8728522336769755,14,3.6083479671717175e-08,0
6.8728522336769755,15,3.909236446594954e-08,0
7.731958762886598,0,2.845815055518024e-08,0
7.731958762886598,1,2.6895465169917254e-08,0
7.731958762886598,2,5.736808353983939e-08,0
7.731958762886598,3,3.7777435289261346e-08,0
7.731958762886598,4,5.5624833747634484e-08,0
7.731958762886598,5,2.7882310693054243e-08,0
7.731958762886598,6,5.608929288733335e-08,0
7.731958762886598,7,4.386446550051254e-08,0
7.731958762886598,8,5.409309857794051e-08,0
7.731958762886598,9,2.712474494258907e-08,0
7.731958762886598,10,3.392462532654132e-08,0
7.731958762886598,11,3.894551197177375e-08,0
7.731958762886598,12,3.820894155599058e-08,0
7.731958762886598,13,3.006124912774196e-08,0
7.731958762886598,14,3.616946480137031e-08,0
7.731958762886598,15,3.960081123428817e-08,0
8.591065292096221,0,2.8453081751053953e-08,0
8.591065292096221,1,2.702773004147932e-08,0
8.591065292096221,2,5.766521400198547e-08,0
8.591065292096221,3,3.793219764211354e-08,0
8.591065292096221,4,5.6030625630316984e-08,0
8.591065292096221,5,2.7961942134632893e-08,0
8.591065292096221,6,5.6365392973152356e-08,0
8.591065292096221,7,4.4008447839629204e-08,0
8.591065292096221,8,5.436540930812585e-08,0
8.591065292096221,9,2.7200488862774233e-08,0
8.591065292096221,10,3.392368739668795e-08,0
8.591065292096221,11,3.8857694281993366e-08,0
8.591065292096221,12,3.828226033965872e-08,0
8.591065292096221,13,3.034017160394674e-08,0
8.591065292096221,14,3.622008761383935e-08,0
8.591065292096221,15,4.028069454295286e-08,0
9.450171821305842,0,2.840811983562683e-08,0
9.450171821305842,1,2.698772868392487e-08,0
9.450171821305842,2,5.7655749090032336e-08,0
9.450171821305842,3,3.7942986604922496e-08,0
9.450171821305842,4,5.6047402672806517e-08,0
9.450171821305842,5,2.793047248124468e-08,0
9.450171821305842,6,5.6357350112523747e-08,0
9.450171821305842,7,4.396800494208607e-08,0
9.450171821305842,8,5.4380600673926274e-08,0
9.450171821305842,9,2.7167019721520535e-08,0
9.450171821305842,10,3.38620084257366e-08,0
9.450171821305842,11,3.87374716478219e-08,0
9.450171821305842,12,3.8204097274770543e-08,0
9.450171821305842,13,3.038442892824198e-08,0
9.450171821305842,14,3.617979166973043e-08,0
9.450171821305842,15,4.034564004081922e-08,0
10.309278350515465,0,2.8479011318608042e-08,0
10.309278350515465,1,2.708046476872463e-08,0
10.309278350515465,2,5.7694088170198925e-08,0
10.309278350515465,3,3.796225042601996e-08,0
10.309278350515465,4,5.602320455340985e-08,0
10.309278350515465,5,2.7986328759267458e-08,0
10.309278350515465,6,5.642532666479761e-08,0
10.309278350515465,7,4.4038604745504006e-08,0
10.309278350515465,8,5.4451086818738205e-08,0
10.309278350515465,9,2.721869672986962e-08,0
